Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Specialization,What is your current occupation,Tags,Lead Profile,City,A free copy of Mastering The Interview,Last Notable Activity
API,Direct Traffic,No,No,1,8.0,568,4.0,Email Opened,Not Specified,Unemployed,Will revert after reading the email,Potential Lead,Mumbai,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,0,2.0,317,2.0,Email Opened,Operations Management,Unemployed,Ringing,Not Specified,Other Metro Cities,Yes,Email Opened
API,Direct Traffic,No,No,0,9.5,1082,3.33,Olark Chat Conversation,Marketing & Advertising,Other,Interested in other courses,Other Leads,Not Specified,No,Modified
Landing Page Submission,Google,No,No,0,5.0,36,5.0,Email Opened,Operations Management,Not Specified,Not Specified,Not Specified,Mumbai,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,9.5,1027,5.5,Email Opened,Marketing & Advertising,Unemployed,Lost to EINS,Other Leads,Mumbai,No,Modified
Landing Page Submission,Organic Search,Yes,No,0,3.0,1129,3.0,Unreachable,Marketing & Advertising,Unemployed,Ringing,Not Specified,Mumbai,Yes,Modified
Landing Page Submission,Organic Search,No,No,0,4.0,1410,4.0,Email Opened,Hospitality & Tourism,Unemployed,Ringing,Not Specified,Thane & Outskirts,Yes,Modified
Landing Page Submission,Direct Traffic,No,No,0,2.0,130,2.0,Unreachable,Business Administration,Not Specified,Not Specified,Not Specified,Mumbai,Yes,Modified
Landing Page Submission,Google,No,No,1,7.0,751,7.0,Email Opened,Retail Management,Unemployed,Will revert after reading the email,Potential Lead,Other Cities,No,Email Opened
Landing Page Submission,Google,No,No,0,4.0,332,4.0,SMS Sent,Operations Management,Unemployed,Ringing,Not Specified,Mumbai,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,9.5,349,7.0,SMS Sent,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Modified
Landing Page Submission,Organic Search,No,No,1,5.0,169,5.0,Email Opened,Healthcare Management,Unemployed,Closed by Horizzon,Potential Lead,Mumbai,Yes,Modified
Landing Page Submission,Direct Traffic,No,No,1,4.0,1514,4.0,SMS Sent,Human Resource Management,Unemployed,Will revert after reading the email,Potential Lead,Mumbai,Yes,Modified
Landing Page Submission,Google,No,No,0,3.0,1993,3.0,Email Opened,Finance & Banking,Not Specified,Not Specified,Not Specified,Mumbai,No,Email Opened
Landing Page Submission,Organic Search,No,No,1,5.0,33,2.5,Email Opened,Hospitality & Tourism,Unemployed,Will revert after reading the email,Not Specified,Mumbai,Yes,Email Opened
Landing Page Submission,Google,No,No,0,4.0,636,4.0,Email Opened,IT Projects Management,Not Specified,Not Specified,Not Specified,Other Cities,No,Modified
Lead Add Form,Referral,No,No,1,0.0,0,0.0,Email Opened,Finance & Banking,Unemployed,Will revert after reading the email,Potential Lead,Mumbai,No,Modified
Landing Page Submission,Direct Traffic,No,No,1,9.5,1336,2.8,Email Opened,"Banking, Investment And Insurance",Not Specified,Lost to EINS,Not Specified,Mumbai,Yes,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,4.0,985,2.0,SMS Sent,Healthcare Management,Unemployed,Will revert after reading the email,Not Specified,Other Cities,Yes,SMS Sent
API,Google,No,No,1,2.0,1556,1.0,Olark Chat Conversation,Marketing & Advertising,Unemployed,Will revert after reading the email,Potential Lead,Other Cities,No,Modified
API,Organic Search,No,No,1,1.0,1196,1.0,Converted to Lead,Not Specified,Unemployed,Will revert after reading the email,Potential Lead,Thane & Outskirts,No,Modified
API,Google,No,No,0,5.0,219,2.5,Email Opened,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Email Opened
Landing Page Submission,Google,No,No,1,4.0,701,4.0,SMS Sent,Human Resource Management,Unemployed,Will revert after reading the email,Not Specified,Other Cities,No,SMS Sent
API,Google,No,No,0,3.0,101,3.0,Email Opened,Not Specified,Unemployed,Interested in other courses,Not Specified,Not Specified,No,Modified
API,Google,No,No,0,1.0,249,1.0,Converted to Lead,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Modified
Landing Page Submission,Google,No,No,0,4.0,177,4.0,Email Opened,Finance & Banking,Unemployed,Ringing,Not Specified,Mumbai,No,Email Opened
API,Google,No,No,0,3.0,114,3.0,Converted to Lead,Not Specified,Unemployed,Interested in other courses,Not Specified,Not Specified,No,Modified
Landing Page Submission,Google,No,No,0,4.0,346,4.0,Email Opened,Marketing & Advertising,Unemployed,Interested  in full time MBA,Other Leads,Mumbai,No,Modified
Landing Page Submission,Google,No,No,0,5.0,1278,2.5,SMS Sent,"Banking, Investment And Insurance",Not Specified,Not Specified,Not Specified,Mumbai,No,Modified
Landing Page Submission,Google,No,No,1,5.0,1204,5.0,SMS Sent,Human Resource Management,Unemployed,Will revert after reading the email,Not Specified,Mumbai,No,SMS Sent
Landing Page Submission,Organic Search,No,No,0,7.0,136,7.0,SMS Sent,Hospitality & Tourism,Unemployed,Ringing,Not Specified,Other Cities,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,1.0,102,1.0,Converted to Lead,Business Administration,Unemployed,Interested in other courses,Not Specified,Other Cities,No,Modified
Landing Page Submission,Google,No,No,0,5.0,228,5.0,Email Opened,Finance & Banking,Not Specified,Not Specified,Not Specified,Thane & Outskirts,No,Email Opened
Landing Page Submission,Google,No,No,1,4.0,99,4.0,SMS Sent,Marketing & Advertising,Unemployed,Busy,Not Specified,Other Cities,No,Modified
Landing Page Submission,Direct Traffic,No,No,1,3.0,1039,3.0,SMS Sent,Hospitality & Tourism,Working Professional,Will revert after reading the email,Not Specified,Mumbai,Yes,SMS Sent
API,Google,No,No,1,2.0,872,2.0,Email Opened,Finance & Banking,Unemployed,Will revert after reading the email,Potential Lead,Mumbai,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,4.0,300,4.0,SMS Sent,Finance & Banking,Unemployed,Will revert after reading the email,Not Specified,Other Cities,Yes,SMS Sent
API,Google,No,No,1,2.0,1567,1.0,SMS Sent,Not Specified,Unemployed,Not Specified,Not Specified,Not Specified,No,SMS Sent
Landing Page Submission,Direct Traffic,No,No,1,2.0,1677,2.0,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,Potential Lead,Other Cities,Yes,Modified
Lead Add Form,Referral,No,No,1,0.0,0,0.0,SMS Sent,Not Specified,Unemployed,Closed by Horizzon,Not Specified,Not Specified,No,Modified
API,Google,No,No,0,3.0,52,3.0,Email Opened,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Email Opened
API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Not Specified,Unemployed,switched off,Not Specified,Not Specified,No,Modified
API,Google,No,No,0,2.0,559,2.0,SMS Sent,Not Specified,Unemployed,Not doing further education,Not Specified,Not Specified,No,Modified
Landing Page Submission,Google,No,No,0,4.0,439,4.0,SMS Sent,International Business,Unemployed,Ringing,Not Specified,Mumbai,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,3.0,382,3.0,Email Opened,Human Resource Management,Not Specified,Not Specified,Not Specified,Thane & Outskirts,Yes,Email Opened
Landing Page Submission,Google,No,No,1,5.0,1008,5.0,Email Opened,Supply Chain Management,Working Professional,Will revert after reading the email,Potential Lead,Mumbai,No,Modified
API,Google,No,No,0,4.0,53,2.0,Page Visited on Website,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Page Visited on Website
Landing Page Submission,Google,No,No,1,2.0,1059,2.0,SMS Sent,Business Administration,Unemployed,Busy,Not Specified,Mumbai,No,Modified
Landing Page Submission,Google,No,No,0,2.0,606,2.0,Converted to Lead,Business Administration,Unemployed,Graduation in progress,Potential Lead,Mumbai,No,Modified
Lead Add Form,Referral,No,No,1,0.0,0,0.0,Unreachable,E-Commerce,Unemployed,Will revert after reading the email,Potential Lead,Other Cities,No,Other
Landing Page Submission,Organic Search,No,No,1,9.5,823,3.67,SMS Sent,Supply Chain Management,Unemployed,Will revert after reading the email,Not Specified,Other Cities,Yes,SMS Sent
Landing Page Submission,Google,No,No,0,2.0,177,2.0,Converted to Lead,Hospitality & Tourism,Unemployed,Interested  in full time MBA,Not Specified,Other Cities,No,Modified
Landing Page Submission,Google,No,No,1,9.5,1198,5.25,Other,Supply Chain Management,Unemployed,Not Specified,Not Specified,Other Cities,Yes,Modified
Landing Page Submission,Google,No,No,1,4.0,1559,4.0,SMS Sent,Marketing & Advertising,Unemployed,Busy,Not Specified,Mumbai,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,2.0,89,2.0,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,Not Specified,Other Cities,Yes,Modified
Landing Page Submission,Direct Traffic,No,No,0,2.0,113,2.0,Email Opened,Marketing & Advertising,Unemployed,switched off,Not Specified,Other Cities,No,Modified
Landing Page Submission,Organic Search,No,No,0,9.0,221,3.0,Email Opened,Human Resource Management,Unemployed,Interested in other courses,Potential Lead,Thane & Outskirts,No,Email Opened
API,Google,No,No,0,2.0,242,2.0,Olark Chat Conversation,Not Specified,Unemployed,Interested in other courses,Not Specified,Not Specified,No,Modified
Landing Page Submission,Google,No,No,0,5.0,322,2.5,Email Opened,Marketing & Advertising,Not Specified,Not Specified,Not Specified,Mumbai,Yes,Email Opened
Landing Page Submission,Google,No,No,1,3.0,1475,3.0,SMS Sent,Other,Unemployed,Will revert after reading the email,Not Specified,Other Cities,No,SMS Sent
Landing Page Submission,Direct Traffic,No,No,0,2.0,222,2.0,Email Link Clicked,Operations Management,Unemployed,switched off,Not Specified,Other Cities,Yes,Modified
Landing Page Submission,Organic Search,No,No,0,6.0,1189,6.0,Email Opened,Marketing & Advertising,Unemployed,Interested in other courses,Not Specified,Other Cities,Yes,Modified
Landing Page Submission,Direct Traffic,No,No,0,2.0,295,2.0,SMS Sent,International Business,Not Specified,Not Specified,Not Specified,Mumbai,Yes,Modified
API,Organic Search,No,No,0,3.0,1182,3.0,Email Opened,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Email Opened
Landing Page Submission,Google,No,No,0,2.0,1552,2.0,Converted to Lead,Marketing & Advertising,Unemployed,Interested  in full time MBA,Other Leads,Mumbai,No,Modified
Landing Page Submission,Organic Search,No,No,0,4.0,337,4.0,Email Opened,Human Resource Management,Unemployed,Ringing,Not Specified,Mumbai,Yes,Email Opened
Landing Page Submission,Google,No,No,1,4.0,324,4.0,SMS Sent,Finance & Banking,Student,Will revert after reading the email,Not Specified,Mumbai,No,SMS Sent
Landing Page Submission,Google,No,No,0,6.0,30,6.0,Email Opened,Finance & Banking,Unemployed,Interested in other courses,Not Specified,Mumbai,Yes,Modified
API,Chat,No,No,1,9.5,333,4.0,Email Opened,Marketing & Advertising,Working Professional,Will revert after reading the email,Potential Lead,Mumbai,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,0,3.0,365,3.0,Email Opened,E-Commerce,Not Specified,Not Specified,Not Specified,Mumbai,Yes,Modified
API,Google,No,No,0,8.0,111,7.0,Email Opened,Marketing & Advertising,Not Specified,Not Specified,Not Specified,Mumbai,No,Email Opened
API,Chat,No,No,0,2.0,98,1.0,Page Visited on Website,Finance & Banking,Not Specified,Not Specified,Not Specified,Mumbai,No,Modified
Landing Page Submission,Google,No,No,1,4.0,885,4.0,SMS Sent,Business Administration,Unemployed,Will revert after reading the email,Potential Lead,Mumbai,No,Modified
API,Google,No,No,0,4.0,84,2.0,Olark Chat Conversation,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Modified
Landing Page Submission,Google,No,No,0,4.0,1714,4.0,Email Opened,Hospitality & Tourism,Unemployed,Not Specified,Not Specified,Mumbai,No,Email Opened
Landing Page Submission,Google,No,No,1,5.0,22,5.0,SMS Sent,Operations Management,Working Professional,Will revert after reading the email,Not Specified,Mumbai,No,SMS Sent
Landing Page Submission,Google,No,No,1,5.0,1123,2.5,Email Opened,Healthcare Management,Student,Will revert after reading the email,Not Specified,Mumbai,No,Email Opened
Landing Page Submission,Google,No,No,0,3.0,998,3.0,Email Opened,Operations Management,Not Specified,Not Specified,Not Specified,Mumbai,No,Modified
API,Google,No,No,0,2.0,719,2.0,Email Opened,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,4.0,749,2.0,SMS Sent,Other,Unemployed,Busy,Other Leads,Mumbai,Yes,Modified
API,Direct Traffic,No,No,0,9.5,225,2.5,Page Visited on Website,Not Specified,Not Specified,Interested in other courses,Not Specified,Not Specified,No,Modified
API,Organic Search,No,No,0,4.0,32,4.0,Email Opened,Not Specified,Unemployed,Interested  in full time MBA,Not Specified,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,Yes,No,0,9.5,755,6.71,Page Visited on Website,Human Resource Management,Not Specified,Not Specified,Not Specified,Mumbai,Yes,Page Visited on Website
API,Direct Traffic,No,No,0,9.5,67,3.57,Page Visited on Website,Not Specified,Unemployed,Not doing further education,Not Specified,Not Specified,No,Page Visited on Website
Landing Page Submission,Organic Search,No,No,1,6.0,1201,2.0,Page Visited on Website,Hospitality & Tourism,Unemployed,Will revert after reading the email,Potential Lead,Other Cities,Yes,Page Visited on Website
API,Google,No,No,0,7.0,45,3.5,Page Visited on Website,Not Specified,Unemployed,Interested in other courses,Not Specified,Not Specified,No,Page Visited on Website
Landing Page Submission,Direct Traffic,No,No,1,4.0,1882,2.0,Converted to Lead,Retail Management,Not Specified,Lost to EINS,Not Specified,Mumbai,Yes,Modified
API,Chat,No,No,0,0.0,0,0.0,Email Opened,Not Specified,Unemployed,Already a student,Not Specified,Not Specified,No,Modified
API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Not Specified,Unemployed,Ringing,Not Specified,Not Specified,No,SMS Sent
Landing Page Submission,Direct Traffic,No,No,0,6.0,1395,6.0,SMS Sent,Hospitality & Tourism,Not Specified,Not Specified,Not Specified,Mumbai,Yes,Modified
API,Organic Search,No,No,0,3.0,97,3.0,Converted to Lead,Not Specified,Unemployed,Interested in other courses,Not Specified,Not Specified,No,Modified
Landing Page Submission,Google,No,No,1,2.0,1139,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,Not Specified,Not Specified,Thane & Outskirts,No,Email Opened
API,Google,No,No,1,3.0,734,1.5,SMS Sent,Not Specified,Unemployed,Will revert after reading the email,Not Specified,Not Specified,No,SMS Sent
Landing Page Submission,Google,No,No,1,6.0,945,6.0,SMS Sent,IT Projects Management,Unemployed,invalid number,Not Specified,Mumbai,Yes,SMS Sent
Landing Page Submission,Direct Traffic,No,No,0,5.0,155,5.0,Page Visited on Website,Marketing & Advertising,Unemployed,Ringing,Not Specified,Mumbai,No,Modified
API,Google,No,No,1,4.0,1453,1.33,SMS Sent,Not Specified,Unemployed,Not Specified,Not Specified,Not Specified,No,SMS Sent
Landing Page Submission,Direct Traffic,No,No,0,2.0,87,2.0,Email Opened,IT Projects Management,Unemployed,Not doing further education,Other Leads,Mumbai,Yes,Modified
Landing Page Submission,Google,No,No,1,3.0,1621,3.0,SMS Sent,Business Administration,Unemployed,Will revert after reading the email,Not Specified,Thane & Outskirts,No,SMS Sent
Lead Add Form,Referral,No,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,Potential Lead,Not Specified,No,Modified
Lead Add Form,Referral,No,No,1,0.0,0,0.0,Email Opened,Supply Chain Management,Unemployed,Closed by Horizzon,Potential Lead,Mumbai,No,Modified
API,Google,No,No,0,6.0,430,3.0,Page Visited on Website,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Page Visited on Website
API,Organic Search,No,No,1,2.0,1843,2.0,Email Opened,Not Specified,Unemployed,Not Specified,Not Specified,Not Specified,No,Email Opened
Lead Add Form,Other,Yes,No,1,0.0,0,0.0,SMS Sent,Not Specified,Unemployed,Will revert after reading the email,Not Specified,Not Specified,No,SMS Sent
Landing Page Submission,Direct Traffic,No,No,1,2.0,1634,2.0,SMS Sent,IT Projects Management,Unemployed,Busy,Not Specified,Other Cities,Yes,Modified
API,Google,No,No,0,3.0,441,3.0,Email Opened,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Modified
Landing Page Submission,Google,No,No,0,7.0,324,2.33,Page Visited on Website,Finance & Banking,Unemployed,Ringing,Not Specified,Mumbai,No,Page Visited on Website
API,Google,No,No,0,2.0,243,2.0,Email Link Clicked,Not Specified,Unemployed,Interested  in full time MBA,Not Specified,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,3.0,1054,1.5,Email Opened,Operations Management,Unemployed,Not doing further education,Not Specified,Other Cities,Yes,Email Opened
API,Google,No,No,0,2.0,199,1.0,Olark Chat Conversation,Not Specified,Unemployed,Interested in other courses,Not Specified,Not Specified,No,Modified
